,host_acceptance_rate,host_response_rate,price,number_of_reviews,review_scores_location,review_scores_cleanliness,availability_365,reviews_per_month,review_scores_communication,room_type,property_type
12696,0.99,1.0,2103.0,11,5.0,5.0,337,0.83,4.91,Entire home/apt,Entire rental unit
12697,0.99,1.0,883.0,6,5.0,5.0,329,0.34,5.0,Private room,Private room in bed and breakfast
12698,0.99,1.0,1359.0,2,5.0,5.0,321,0.11,5.0,Entire home/apt,Entire rental unit
12699,0.98,1.0,250.0,10,5.0,4.9,85,0.48,4.9,Private room,Private room in home
12700,0.75,0.94,450.0,0,5.0,4.67,29,0.25,4.67,Private room,Private room in home
12701,0.99,1.0,1565.0,3,5.0,4.67,334,0.25,4.67,Entire home/apt,Entire rental unit
12702,0.99,1.0,1156.0,18,4.89,4.89,340,1.06,4.83,Entire home/apt,Entire rental unit
12703,0.99,1.0,961.0,2,5.0,5.0,345,0.15,5.0,Private room,Private room in bed and breakfast
12704,1.0,1.0,1500.0,2,5.0,5.0,320,0.76,5.0,Entire home/apt,Entire condo
12705,1.0,1.0,253.0,31,5.0,4.87,256,1.47,5.0,Private room,Private room in condo
12706,1.0,1.0,1069.0,77,4.78,4.94,74,3.73,4.99,Entire home/apt,Entire loft
12707,0.99,1.0,1014.0,13,4.92,4.85,335,0.98,4.92,Entire home/apt,Entire rental unit
12708,0.95,1.0,1413.0,34,4.68,5.0,173,1.78,4.94,Entire home/apt,Entire rental unit
12709,0.99,1.0,1180.0,6,4.67,4.83,345,0.34,4.5,Entire home/apt,Entire rental unit
12710,0.99,1.0,803.0,4,5.0,4.5,350,0.32,4.25,Private room,Private room in bed and breakfast
12711,0.94,1.0,750.0,1,5.0,5.0,365,0.07,5.0,Private room,Private room
12712,0.6,0.0,650.0,8,4.88,5.0,89,0.41,4.75,Private room,Private room in condo
12713,0.6,1.0,585.0,2,4.5,5.0,363,0.47,5.0,Entire home/apt,Entire rental unit
12714,0.97,1.0,1286.0,4,4.5,4.75,356,0.22,4.25,Entire home/apt,Entire rental unit
12715,1.0,1.0,447.0,45,4.89,4.16,353,2.17,4.76,Entire home/apt,Entire condo
12716,0.99,1.0,817.0,10,4.8,5.0,314,0.56,5.0,Entire home/apt,Entire rental unit
12717,0.98,1.0,1750.0,20,5.0,4.8,365,1.05,5.0,Entire home/apt,Entire condo
12718,0.98,1.0,251.0,6,5.0,5.0,81,0.31,5.0,Private room,Private room in home
12719,0.0,0.9,1543.0,0,4.98,4.71,0,3.97,4.94,Entire home/apt,Entire rental unit
12720,0.97,0.9,415.0,82,4.98,4.71,161,3.97,4.94,Private room,Private room in rental unit
12721,1.0,0.6,1200.0,21,5.0,4.67,210,0.98,4.52,Private room,Private room in condo
12722,0.97,1.0,1099.0,11,4.73,4.91,356,0.6,4.27,Entire home/apt,Entire rental unit
12723,1.0,0.9,1600.0,8,4.38,4.75,365,0.39,5.0,Entire home/apt,Entire cottage
12724,1.0,1.0,999.0,3,4.67,4.33,90,0.62,4.33,Entire home/apt,Casa particular
12725,1.0,1.0,2509.0,29,5.0,4.93,72,1.38,4.9,Entire home/apt,Entire rental unit
12726,1.0,1.0,739.0,45,4.42,4.71,69,2.12,4.6,Entire home/apt,Entire rental unit
12727,0.96,1.0,464.0,5,5.0,4.8,164,0.25,5.0,Private room,Private room in rental unit
12728,1.0,1.0,1377.0,36,4.94,4.72,72,1.73,4.86,Entire home/apt,Entire rental unit
12729,0.71,1.0,2449.0,1,5.0,5.0,365,0.05,5.0,Entire home/apt,Entire rental unit
12730,1.0,1.0,549.0,2,5.0,5.0,365,0.1,5.0,Entire home/apt,Campsite
12731,1.0,1.0,492.0,78,5.0,4.64,350,3.65,4.92,Entire home/apt,Entire loft
12732,0.62,0.85,744.0,16,4.75,5.0,359,0.91,4.75,Private room,Private room in condo
12733,1.0,1.0,456.0,49,4.96,4.78,87,2.4,4.8,Entire home/apt,Entire loft
12734,1.0,1.0,2393.0,52,4.88,4.98,351,2.45,4.94,Entire home/apt,Entire condo
12735,0.78,0.67,1147.0,0,4.58,4.42,342,0.6,4.83,Entire home/apt,Entire condo
12736,0.98,1.0,598.0,12,4.58,4.42,365,0.6,4.83,Entire home/apt,Entire serviced apartment
12737,0.99,1.0,850.0,8,4.75,4.5,300,0.41,5.0,Entire home/apt,Entire rental unit
12738,1.0,0.99,1372.0,42,4.93,4.76,360,2.01,4.62,Entire home/apt,Entire condo
12739,0.96,1.0,467.0,18,4.72,4.89,111,0.89,4.94,Private room,Private room in rental unit
12740,0.98,1.0,1750.0,4,4.75,4.5,270,0.22,4.75,Entire home/apt,Entire rental unit
12741,1.0,1.0,1500.0,27,4.74,4.93,265,1.46,4.85,Entire home/apt,Entire condo
12742,1.0,1.0,1093.0,90,4.92,4.89,294,4.18,4.92,Entire home/apt,Entire serviced apartment
12743,0.89,0.75,444.0,9,4.67,4.89,0,0.46,4.89,Entire home/apt,Entire condo
12744,1.0,0.99,1051.0,28,4.96,4.82,361,1.34,4.86,Entire home/apt,Entire loft
12745,1.0,1.0,1500.0,34,5.0,4.62,343,1.98,4.85,Entire home/apt,Entire condo
12746,1.0,1.0,414.0,2,4.5,5.0,216,0.13,5.0,Private room,Private room in condo
12747,0.9,1.0,999.0,0,4.78,4.7,365,1.17,4.96,Entire home/apt,Entire home
12748,0.9,1.0,1360.0,23,4.78,4.7,362,1.17,4.96,Entire home/apt,Entire rental unit
12749,0.99,1.0,290.0,106,4.91,4.9,348,5.18,4.91,Private room,Private room in loft
12750,0.98,1.0,901.0,31,4.94,4.87,282,1.78,4.94,Entire home/apt,Entire condo
12751,1.0,1.0,1172.0,19,5.0,5.0,315,1.05,5.0,Entire home/apt,Entire rental unit
12752,0.87,0.79,6200.0,8,5.0,5.0,364,0.42,5.0,Entire home/apt,Entire condo
12753,0.89,1.0,1888.0,2,5.0,4.5,0,0.1,4.5,Entire home/apt,Entire condo
12754,0.89,1.0,1097.0,7,4.71,5.0,365,0.37,4.43,Private room,Private room in bed and breakfast
12755,1.0,1.0,1000.0,16,5.0,4.88,323,0.79,5.0,Entire home/apt,Entire rental unit
12756,1.0,0.99,904.0,29,4.93,4.76,361,1.45,4.79,Entire home/apt,Entire condo
12757,1.0,0.99,911.0,31,4.97,4.74,347,1.53,4.81,Entire home/apt,Entire loft
12758,1.0,1.0,1300.0,19,5.0,4.79,365,0.95,4.68,Entire home/apt,Entire serviced apartment
12759,1.0,0.99,1137.0,3,4.67,4.67,180,0.14,4.0,Entire home/apt,Entire condo
12760,1.0,1.0,389.0,6,5.0,5.0,341,0.5,5.0,Private room,Private room in rental unit
12761,0.98,1.0,1300.0,47,4.77,4.66,359,2.26,4.79,Entire home/apt,Entire rental unit
12762,1.0,0.99,400.0,60,4.9,4.67,344,2.92,4.75,Private room,Private room in home
12763,1.0,1.0,750.0,8,4.88,5.0,301,1.4,5.0,Entire home/apt,Entire loft
12764,0.98,1.0,564.0,190,4.89,4.98,57,9.39,4.93,Entire home/apt,Casa particular
12765,0.93,1.0,1357.0,18,4.78,4.61,11,0.99,4.94,Entire home/apt,Entire rental unit
12766,1.0,1.0,1815.0,0,4.97,4.72,302,4.24,4.92,Entire home/apt,Entire rental unit
12767,1.0,0.99,439.0,89,4.97,4.72,358,4.24,4.92,Private room,Private room in home
12768,0.88,1.0,800.0,9,5.0,4.89,163,0.44,4.89,Entire home/apt,Entire condo
12769,1.0,1.0,1300.0,28,5.0,5.0,32,1.37,5.0,Entire home/apt,Entire condo
12770,1.0,1.0,780.0,7,4.14,5.0,365,0.42,4.86,Entire home/apt,Entire rental unit
12771,0.99,1.0,480.0,88,4.83,4.75,360,4.25,4.92,Entire home/apt,Entire condo
12772,1.0,1.0,2299.0,35,4.94,5.0,348,1.69,5.0,Entire home/apt,Entire condo
12773,0.99,1.0,310.0,5,4.8,4.4,356,0.45,4.8,Private room,Private room in serviced apartment
12774,0.9,0.92,1017.0,152,4.97,4.95,361,7.32,4.99,Entire home/apt,Entire serviced apartment
12775,0.97,1.0,876.0,69,4.87,3.99,352,3.37,4.51,Entire home/apt,Entire condo
12776,1.0,1.0,1950.0,5,5.0,5.0,327,0.24,5.0,Private room,Private room in rental unit
12777,1.0,1.0,1875.0,27,5.0,4.78,299,2.11,4.89,Entire home/apt,Entire condo
12778,0.99,0.99,651.0,2,5.0,5.0,87,0.28,5.0,Entire home/apt,Entire loft
12779,0.96,1.0,385.0,80,4.94,4.84,175,3.87,4.63,Private room,Private room in home
12780,1.0,1.0,4800.0,16,5.0,5.0,177,2.94,5.0,Entire home/apt,Entire condo
12781,1.0,1.0,481.0,59,4.68,4.98,57,2.95,5.0,Entire home/apt,Entire rental unit
12782,1.0,0.97,500.0,41,4.71,4.32,350,2.16,4.61,Private room,Private room in loft
12783,1.0,0.98,649.0,62,4.94,4.92,365,2.94,4.76,Private room,Private room in tiny home
12784,1.0,0.97,951.0,2,5.0,5.0,365,0.1,5.0,Private room,Private room in condo
12785,1.0,0.97,370.0,27,4.63,4.44,336,1.33,4.59,Private room,Private room in rental unit
12786,1.0,0.97,550.0,57,4.7,4.63,357,2.82,4.32,Private room,Private room in loft
12787,1.0,1.0,1506.0,52,4.85,4.75,352,2.51,4.94,Entire home/apt,Entire condo
12788,1.0,0.0,1810.0,1,5.0,5.0,0,0.05,5.0,Entire home/apt,Entire rental unit
12789,1.0,0.0,2654.0,1,5.0,5.0,365,0.05,5.0,Private room,Room in hotel
12790,0.5,0.0,1000.0,3,4.67,4.67,93,0.19,4.67,Entire home/apt,Entire condo
12791,0.88,0.0,300.0,0,5.0,4.67,54,0.89,5.0,Private room,Private room in home
12792,0.88,0.9,464.0,6,5.0,4.67,350,0.89,5.0,Private room,Private room in townhouse
12793,0.99,1.0,528.0,17,4.82,4.29,45,0.84,4.59,Entire home/apt,Entire guest suite
12794,1.0,1.0,1340.0,60,4.97,4.37,325,2.93,4.97,Entire home/apt,Entire condo
12795,1.0,1.0,2663.0,411,4.83,4.77,359,19.54,4.9,Entire home/apt,Entire rental unit
12796,1.0,1.0,2608.0,394,4.8,4.76,364,18.73,4.88,Entire home/apt,Entire condo
12797,0.97,1.0,1529.0,21,4.95,4.76,242,1.68,4.38,Entire home/apt,Entire condo
12798,0.83,1.0,2200.0,4,4.75,4.5,177,0.3,3.25,Entire home/apt,Entire condo
12799,1.0,1.0,606.0,22,4.82,4.91,172,1.14,4.86,Entire home/apt,Entire guest suite
12800,0.99,0.9,670.0,24,4.5,3.96,357,1.86,4.33,Private room,Private room in rental unit
12801,1.0,0.81,935.0,17,4.94,4.94,0,1.5,4.88,Entire home/apt,Entire condo
12802,0.88,0.81,746.0,80,5.0,4.94,245,3.85,5.0,Private room,Private room in serviced apartment
12803,0.94,1.0,1379.0,25,4.8,4.88,299,1.2,5.0,Entire home/apt,Entire condo
12804,0.91,1.0,2902.0,4,4.75,4.75,289,0.44,4.5,Entire home/apt,Entire loft
12805,1.0,1.0,2024.0,39,5.0,4.97,67,1.91,4.97,Entire home/apt,Entire rental unit
12806,1.0,0.5,300.0,12,4.67,4.67,365,0.59,4.83,Private room,Private room in guesthouse
12807,0.79,0.91,450.0,11,5.0,5.0,332,0.52,5.0,Private room,Private room in rental unit
12808,0.96,1.0,5822.0,21,4.9,4.05,324,1.02,4.62,Entire home/apt,Entire home
12809,1.0,0.99,604.0,77,4.9,4.92,337,3.68,4.86,Entire home/apt,Entire condo
12810,1.0,1.0,3550.0,17,4.82,4.76,365,0.83,4.59,Private room,Private room in home
12811,0.99,1.0,1089.0,12,5.0,4.92,350,0.59,4.83,Entire home/apt,Entire rental unit
12812,0.89,0.9,1097.0,2,5.0,5.0,365,0.11,5.0,Private room,Private room in bed and breakfast
12813,1.0,0.9,2542.0,3,5.0,5.0,60,0.34,4.33,Entire home/apt,Entire rental unit
12814,0.99,0.99,2898.0,23,4.91,4.87,352,1.18,4.83,Entire home/apt,Entire rental unit
12815,0.97,0.0,1050.0,1,5.0,4.0,364,0.06,5.0,Entire home/apt,Entire condo
12816,0.97,1.0,556.0,71,4.9,4.61,343,4.03,4.86,Entire home/apt,Entire condo
12817,1.0,1.0,971.0,16,4.94,4.75,239,0.94,5.0,Entire home/apt,Entire condo
12818,1.0,1.0,1000.0,0,4.87,4.89,0,2.18,4.91,Entire home/apt,Entire serviced apartment
12819,1.0,1.0,2263.0,45,4.87,4.89,347,2.18,4.91,Entire home/apt,Entire rental unit
12820,1.0,1.0,1200.0,41,4.85,5.0,344,2.01,4.88,Entire home/apt,Entire loft
12821,1.0,0.99,817.0,50,4.6,4.64,353,2.44,4.5,Entire home/apt,Entire condo
12822,1.0,1.0,1600.0,7,5.0,5.0,0,1.08,4.86,Entire home/apt,Entire home
12823,0.98,1.0,353.0,112,4.8,4.29,362,5.41,4.52,Private room,Private room in rental unit
12824,1.0,1.0,1560.0,14,5.0,4.86,327,0.71,4.93,Private room,Private room in rental unit
12825,0.85,1.0,593.0,40,4.88,4.93,167,2.06,4.93,Entire home/apt,Entire loft
12826,1.0,1.0,2100.0,23,5.0,4.43,363,1.3,4.91,Entire home/apt,Entire serviced apartment
12827,1.0,0.95,1600.0,56,4.89,4.96,365,2.73,4.93,Entire home/apt,Entire loft
12828,0.99,1.0,2001.0,28,4.68,4.75,179,1.47,4.75,Entire home/apt,Entire rental unit
12829,0.99,1.0,460.0,4,5.0,5.0,41,0.33,5.0,Private room,Private room in rental unit
12830,1.0,1.0,657.0,36,4.97,4.75,361,1.82,4.92,Private room,Private room in rental unit
12831,0.59,0.8,950.0,8,5.0,5.0,289,0.39,5.0,Entire home/apt,Entire condo
12832,0.99,1.0,1199.0,31,4.97,4.77,330,1.57,4.81,Entire home/apt,Entire rental unit
12833,0.75,0.0,500.0,1,5.0,5.0,365,0.25,5.0,Private room,Private room in condo
12834,1.0,1.0,800.0,1,1.0,3.0,365,0.2,4.0,Entire home/apt,Entire home
12835,0.5,1.0,9000.0,2,5.0,4.5,365,0.18,5.0,Private room,Private room in casa particular
12836,0.99,1.0,2696.0,5,5.0,4.8,354,0.3,4.8,Entire home/apt,Entire rental unit
12837,1.0,0.99,413.0,66,4.95,4.83,354,3.31,4.89,Private room,Private room in home
12838,1.0,0.99,426.0,73,4.97,4.6,353,3.51,4.74,Private room,Private room in home
12839,0.71,0.8,1646.0,3,5.0,5.0,15,0.15,5.0,Entire home/apt,Entire rental unit
12840,1.0,1.0,1081.0,11,4.45,4.82,278,0.65,4.64,Private room,Private room
12841,1.0,0.9,700.0,0,4.96,4.87,365,3.05,4.87,Private room,Private room in loft
12842,0.96,0.9,1000.0,23,4.96,4.87,319,3.05,4.87,Entire home/apt,Entire condo
12843,0.59,0.8,800.0,2,4.0,4.0,363,0.12,4.0,Private room,Private room in rental unit
12844,0.99,1.0,2433.0,44,4.86,4.8,158,2.15,5.0,Entire home/apt,Entire loft
12845,1.0,1.0,2839.0,1,5.0,5.0,364,0.06,5.0,Private room,Room in hotel
12846,0.83,1.0,2542.0,5,5.0,5.0,325,0.25,5.0,Private room,Room in boutique hotel
12847,0.99,1.0,414.0,15,4.93,4.8,89,0.76,5.0,Entire home/apt,Entire condo
12848,1.0,1.0,3209.0,0,4.73,4.91,365,6.22,4.9,Private room,Room in hotel
12849,1.0,1.0,188916.0,128,4.73,4.91,16,6.22,4.9,Private room,Private room in casa particular
12850,1.0,1.0,22143.0,33,4.97,5.0,269,1.69,4.97,Entire home/apt,Entire home
12851,0.94,1.0,789.0,34,4.97,4.59,83,1.69,4.76,Entire home/apt,Entire rental unit
12852,0.98,1.0,750.0,31,4.77,4.74,360,1.55,4.9,Entire home/apt,Entire loft
12853,0.94,1.0,828.0,30,5.0,4.7,76,1.5,4.83,Entire home/apt,Entire rental unit
12854,1.0,1.0,874.0,58,4.9,4.9,325,2.93,4.88,Entire home/apt,Entire rental unit
12855,1.0,0.0,2530.0,5,5.0,5.0,365,0.29,5.0,Private room,Room in hotel
12856,0.75,0.0,395.0,1,1.0,1.0,365,0.06,1.0,Private room,Private room in home
12857,0.99,1.0,650.0,3,5.0,4.67,44,0.22,4.67,Private room,Private room in rental unit
12858,1.0,1.0,650.0,1,5.0,4.0,333,0.09,5.0,Entire home/apt,Entire rental unit
12859,1.0,1.0,1950.0,24,4.92,4.96,169,1.18,4.92,Entire home/apt,Entire condo
12860,0.99,1.0,1240.0,51,4.82,4.9,363,2.46,4.88,Entire home/apt,Entire condo
12861,0.96,1.0,850.0,20,4.75,4.95,361,0.97,4.75,Entire home/apt,Entire rental unit
12862,1.0,0.99,627.0,55,4.91,4.82,352,2.64,4.89,Entire home/apt,Entire condo
12863,1.0,1.0,364.0,62,4.97,4.79,340,3.09,4.92,Private room,Private room
12864,0.99,1.0,3500.0,17,4.94,4.76,319,1.22,4.94,Entire home/apt,Entire rental unit
12865,0.99,1.0,2837.0,16,4.94,4.63,346,0.86,4.69,Entire home/apt,Entire condo
12866,1.0,1.0,622.0,9,4.78,4.89,195,0.48,5.0,Entire home/apt,Entire rental unit
12867,0.98,1.0,1100.0,4,5.0,4.75,0,0.21,5.0,Entire home/apt,Entire rental unit
12868,0.98,1.0,896.0,53,4.85,4.57,79,2.85,4.79,Entire home/apt,Entire rental unit
12869,0.99,0.99,1852.0,32,5.0,4.63,353,1.56,4.94,Entire home/apt,Entire rental unit
12870,1.0,1.0,500.0,4,5.0,5.0,241,0.33,5.0,Private room,Private room in loft
12871,0.9,1.0,210.0,1,5.0,4.0,58,0.09,5.0,Private room,Private room in guest suite
12872,1.0,0.99,397.0,86,4.95,4.73,322,4.13,4.86,Private room,Private room in home
12873,0.83,1.0,2451.0,1,5.0,4.0,315,0.05,5.0,Private room,Room in boutique hotel
12874,1.0,0.99,603.0,88,4.84,4.89,345,4.3,4.89,Entire home/apt,Entire condo
12875,1.0,0.99,593.0,70,4.93,4.87,344,3.43,4.8,Entire home/apt,Entire condo
12876,0.99,0.99,75730.0,1,5.0,5.0,365,0.09,5.0,Private room,Private room in bed and breakfast
12877,0.99,0.99,6626.0,0,4.98,4.94,365,3.91,4.93,Private room,Private room in bed and breakfast
12878,1.0,0.95,1600.0,81,4.98,4.94,349,3.91,4.93,Entire home/apt,Entire loft
12879,0.99,0.99,17986.0,0,5.0,5.0,365,1.02,5.0,Private room,Private room in rental unit
12880,0.99,0.99,7005.0,0,5.0,5.0,365,1.02,5.0,Private room,Private room in bed and breakfast
12881,0.83,1.0,2451.0,2,5.0,5.0,314,1.02,5.0,Private room,Room in boutique hotel
12882,0.99,1.0,300.0,0,5.0,5.0,323,0.05,5.0,Private room,Private room in serviced apartment
12883,0.83,1.0,2723.0,1,5.0,5.0,314,0.05,5.0,Private room,Room in boutique hotel
12884,0.99,1.0,1299.0,0,4.79,4.79,18,2.13,4.93,Entire home/apt,Entire condo
12885,0.99,1.0,714.0,42,4.79,4.79,49,2.13,4.93,Entire home/apt,Entire rental unit
12886,0.85,1.0,2400.0,0,4.85,4.75,361,4.94,4.89,Private room,Private room in home
12887,0.97,0.8,1100.0,0,4.85,4.75,360,4.94,4.89,Entire home/apt,Entire loft
12888,0.94,1.0,327.0,100,4.85,4.75,350,4.94,4.89,Private room,Private room in rental unit
12889,0.97,1.0,367.0,26,4.88,4.73,182,1.3,5.0,Entire home/apt,Entire loft
12890,0.5,1.0,499.0,4,5.0,5.0,57,0.2,5.0,Private room,Private room in rental unit
12891,1.0,1.0,500.0,12,5.0,4.75,209,0.6,4.92,Private room,Private room in condo
12892,1.0,0.99,1300.0,67,4.64,4.55,361,3.27,4.66,Entire home/apt,Entire place
12893,1.0,1.0,1127.0,52,4.81,4.92,357,2.57,4.85,Private room,Room in hotel
12894,0.9,1.0,700.0,25,4.84,4.92,348,1.5,5.0,Entire home/apt,Entire condo
12895,0.91,1.0,1542.0,5,4.2,4.2,178,0.24,4.2,Entire home/apt,Entire condo
12896,1.0,1.0,1331.0,65,4.85,4.78,351,3.15,4.71,Entire home/apt,Entire rental unit
12897,1.0,1.0,1504.0,32,4.94,4.84,87,1.7,4.84,Entire home/apt,Entire loft
12898,0.63,0.7,1350.0,19,5.0,5.0,150,0.94,4.79,Entire home/apt,Entire condo
12899,0.5,0.0,215.0,0,4.62,4.62,365,0.64,4.69,Private room,Private room in guest suite
12900,0.99,0.99,1341.0,13,4.62,4.62,365,0.64,4.69,Entire home/apt,Entire rental unit
12901,0.76,1.0,920.0,45,4.98,4.73,263,2.23,4.93,Entire home/apt,Entire condo
12902,0.99,0.99,900.0,0,5.0,5.0,0,0.1,5.0,Entire home/apt,Entire rental unit
12903,0.99,0.99,3786.0,2,5.0,5.0,365,0.1,5.0,Private room,Private room in bed and breakfast
12904,1.0,1.0,5000.0,35,5.0,4.86,153,1.82,5.0,Entire home/apt,Entire home
12905,1.0,0.97,220.0,6,5.0,5.0,0,0.3,5.0,Private room,Private room in rental unit
12906,1.0,0.97,2294.0,59,4.92,4.85,332,2.99,4.92,Entire home/apt,Entire condo
12907,0.89,0.8,460.0,31,4.9,4.61,328,1.51,4.74,Entire home/apt,Entire rental unit
12908,0.99,0.99,1887.0,32,4.97,4.59,283,1.59,4.59,Entire home/apt,Entire condo
12909,0.2,0.0,340.0,0,1.0,1.0,118,0.05,1.0,Private room,Private room in condo
12910,1.0,1.0,2723.0,1,1.0,1.0,271,0.05,1.0,Entire home/apt,Entire rental unit
12911,1.0,1.0,270.0,272,4.83,4.9,75,13.08,4.93,Private room,Private room in home
12912,0.8,1.0,506.0,9,5.0,4.89,136,0.44,4.89,Private room,Private room in casa particular
12913,0.9,1.0,1800.0,5,5.0,5.0,90,0.25,5.0,Entire home/apt,Entire serviced apartment
12914,0.0,1.0,900.0,0,4.87,4.55,90,1.8,4.97,Entire home/apt,Entire home
12915,1.0,1.0,1670.0,31,4.87,4.55,114,1.8,4.97,Entire home/apt,Entire condo
12916,1.0,1.0,878.0,81,4.83,4.95,329,4.75,4.95,Entire home/apt,Entire vacation home
12917,1.0,1.0,2471.0,5,4.8,4.4,180,0.8,4.2,Entire home/apt,Entire rental unit
12918,1.0,1.0,653.0,19,5.0,4.95,358,1.33,5.0,Private room,Private room in guesthouse
12919,1.0,1.0,700.0,42,5.0,4.98,254,2.21,5.0,Private room,Private room in guest suite
12920,1.0,1.0,1665.0,64,4.83,4.67,365,3.99,4.78,Entire home/apt,Entire serviced apartment
12921,0.67,1.0,700.0,9,5.0,4.56,134,0.5,4.89,Entire home/apt,Entire rental unit
12922,1.0,0.95,1457.0,51,4.98,5.0,365,2.52,4.9,Entire home/apt,Entire rental unit
12923,1.0,0.99,620.0,60,4.83,4.85,347,2.93,4.7,Entire home/apt,Entire rental unit
12924,1.0,1.0,700.0,1,5.0,5.0,59,0.06,5.0,Entire home/apt,Entire home
12925,1.0,1.0,804.0,74,4.97,4.92,138,3.66,4.95,Private room,Private room in home
12926,1.0,1.0,825.0,1,5.0,5.0,0,0.05,5.0,Entire home/apt,Entire rental unit
12927,1.0,1.0,752.0,84,4.99,4.82,124,4.26,4.88,Private room,Private room in home
12928,0.6,1.0,1400.0,17,4.88,4.94,0,0.84,5.0,Entire home/apt,Entire condo
12929,1.0,1.0,2400.0,67,4.93,4.78,273,3.31,4.88,Entire home/apt,Entire condo
12930,1.0,1.0,456.0,11,5.0,4.73,324,0.65,5.0,Private room,Private room in home
12931,1.0,1.0,1100.0,19,4.89,4.89,209,1.09,5.0,Private room,Private room in home
12932,0.89,1.0,317.0,16,4.63,4.69,353,0.79,4.69,Entire home/apt,Entire condo
12933,0.7,1.0,950.0,3,5.0,5.0,258,0.15,5.0,Entire home/apt,Entire condo
12934,0.91,1.0,382.0,18,4.83,4.94,3,0.99,5.0,Private room,Private room in condo
12935,1.0,1.0,467.0,51,4.57,4.78,358,2.5,4.86,Entire home/apt,Entire loft
12936,1.0,1.0,737.0,73,5.0,4.93,96,3.61,4.93,Private room,Private room in home
12937,0.97,1.0,800.0,7,5.0,4.86,301,0.56,4.86,Private room,Private room in rental unit
12938,0.88,0.93,300.0,17,4.94,4.76,362,0.88,4.94,Shared room,Shared room in home
12939,1.0,1.0,454.0,0,5.0,5.0,179,0.23,5.0,Private room,Private room in rental unit
12940,1.0,1.0,553.0,4,5.0,5.0,215,0.23,5.0,Entire home/apt,Entire condo
12941,1.0,1.0,850.0,78,4.91,4.96,354,3.86,4.92,Entire home/apt,Entire loft
12942,0.99,1.0,1053.0,17,4.82,4.88,302,0.91,4.94,Entire home/apt,Entire condo
12943,1.0,1.0,251.0,0,4.8,5.0,363,4.29,5.0,Private room,Private room in rental unit
12944,1.0,1.0,701.0,5,4.8,5.0,137,4.29,5.0,Entire home/apt,Entire condo
12945,1.0,1.0,1829.0,2,5.0,5.0,170,0.12,4.5,Entire home/apt,Entire condo
12946,1.0,1.0,545.0,3,4.33,4.33,345,0.19,4.67,Private room,Private room in condo
12947,0.91,1.0,900.0,22,4.91,4.82,327,1.1,4.95,Entire home/apt,Entire loft
12948,0.99,0.99,8368.0,1,5.0,5.0,365,0.05,1.0,Private room,Private room in rental unit
12949,0.95,0.91,3475.0,44,5.0,4.89,86,2.18,4.93,Entire home/apt,Entire condo
12950,0.98,1.0,600.0,52,4.85,4.83,90,2.53,4.98,Entire home/apt,Entire guest suite
12951,1.0,1.0,801.0,12,4.75,4.75,80,0.71,4.75,Entire home/apt,Entire serviced apartment
12952,1.0,1.0,890.0,16,4.94,4.88,113,0.8,5.0,Entire home/apt,Entire rental unit
12953,1.0,1.0,2936.0,11,5.0,5.0,106,0.73,5.0,Entire home/apt,Entire condo
12954,1.0,1.0,1087.0,55,5.0,4.95,356,2.81,4.91,Entire home/apt,Entire rental unit
12955,1.0,1.0,1976.0,59,4.9,4.95,181,3.46,5.0,Entire home/apt,Entire condo
12956,1.0,0.95,1600.0,34,5.0,4.94,364,1.69,4.94,Entire home/apt,Entire loft
12957,0.98,1.0,475.0,41,4.63,5.0,285,2.04,5.0,Entire home/apt,Tiny home
12958,1.0,1.0,420.0,9,5.0,5.0,204,0.49,5.0,Private room,Private room in serviced apartment
12959,1.0,1.0,2251.0,0,4.91,4.84,210,2.69,4.98,Entire home/apt,Entire serviced apartment
12960,1.0,1.0,958.0,55,4.91,4.84,141,2.69,4.98,Entire home/apt,Entire condo
12961,0.99,1.0,183.0,0,4.75,5.0,365,0.79,4.81,Private room,Private room in rental unit
12962,0.99,1.0,771.0,16,4.75,5.0,356,0.79,4.81,Entire home/apt,Entire rental unit
12963,0.93,1.0,1600.0,8,5.0,5.0,261,0.42,5.0,Entire home/apt,Entire condo
12964,0.98,1.0,794.0,48,4.92,4.85,350,2.37,4.85,Entire home/apt,Entire guesthouse
12965,1.0,1.0,500.0,14,4.71,4.21,362,1.06,4.79,Entire home/apt,Entire condo
12966,0.99,1.0,832.0,98,4.93,4.99,254,4.86,4.98,Entire home/apt,Entire loft
12967,0.73,0.6,333.0,2,5.0,5.0,170,1.22,5.0,Private room,Private room in condo
12968,1.0,1.0,300.0,0,4.9,4.82,90,3.63,4.71,Private room,Private room in home
12969,1.0,1.0,458.0,72,4.9,4.82,0,3.63,4.71,Private room,Private room in guesthouse
12970,0.46,0.8,3864.0,1,5.0,5.0,350,0.06,5.0,Private room,Private room in serviced apartment
12971,1.0,1.0,1613.0,23,4.96,4.91,90,1.14,4.91,Entire home/apt,Entire loft
12972,1.0,1.0,1587.0,47,4.89,4.81,75,2.4,4.87,Entire home/apt,Entire loft
12973,0.94,1.0,952.0,38,4.95,4.76,80,2.03,4.95,Entire home/apt,Entire rental unit
12974,0.94,1.0,854.0,39,5.0,4.46,85,1.92,4.85,Entire home/apt,Entire rental unit
12975,0.93,1.0,1151.0,15,5.0,4.73,333,0.87,5.0,Entire home/apt,Entire serviced apartment
12976,0.94,1.0,867.0,35,5.0,4.74,79,1.79,4.86,Entire home/apt,Entire rental unit
