,host_acceptance_rate,host_response_rate,price,number_of_reviews,review_scores_location,review_scores_cleanliness,availability_365,reviews_per_month,review_scores_communication,room_type,property_type
12416,0.0,0.25,1006.0,5,5.0,5.0,174,0.23,5.0,Private room,Private room in condo
12417,1.0,1.0,1990.0,59,4.8,4.83,251,2.82,4.93,Entire home/apt,Entire condo
12418,0.99,0.94,1805.0,372,4.13,4.6,232,16.48,4.6,Private room,Private room in bed and breakfast
12419,1.0,1.0,689.0,82,4.96,4.83,304,4.09,4.9,Private room,Private room in loft
12420,0.96,1.0,2295.0,40,4.83,4.93,330,1.81,4.93,Entire home/apt,Entire condo
12421,0.99,0.99,1488.0,38,4.95,4.82,27,1.7,4.74,Entire home/apt,Entire rental unit
12422,1.0,1.0,401.0,60,4.48,4.85,362,2.75,4.82,Private room,Private room in rental unit
12423,1.0,0.97,1271.0,22,4.64,4.64,75,1.27,4.77,Entire home/apt,Entire loft
12424,1.0,1.0,449.0,84,4.56,4.83,334,3.81,4.87,Entire home/apt,Entire rental unit
12425,1.0,1.0,817.0,32,4.84,4.94,88,1.46,4.94,Entire home/apt,Entire loft
12426,0.81,1.0,804.0,43,4.93,4.72,302,1.93,4.23,Entire home/apt,Entire loft
12427,1.0,0.97,779.0,13,3.77,4.08,277,0.61,4.69,Private room,Room in hotel
12428,0.9,1.0,399.0,2,4.5,5.0,333,0.1,2.0,Private room,Private room in home
12429,1.0,0.97,779.0,10,3.4,4.4,277,0.47,4.6,Private room,Room in hotel
12430,1.0,1.0,1050.0,0,5.0,4.93,0,2.04,4.85,Entire home/apt,Entire rental unit
12431,1.0,1.0,859.0,46,5.0,4.93,349,2.04,4.85,Entire home/apt,Entire rental unit
12432,0.97,1.0,1200.0,17,4.88,4.59,168,0.77,4.76,Entire home/apt,Entire serviced apartment
12433,1.0,1.0,416.0,119,4.79,4.85,336,5.34,4.9,Entire home/apt,Entire serviced apartment
12434,1.0,1.0,389.0,3,5.0,5.0,0,0.14,5.0,Private room,Private room in townhouse
12435,0.94,1.0,260.0,25,5.0,4.76,332,1.34,5.0,Private room,Private room in rental unit
12436,1.0,0.97,779.0,25,3.88,4.24,277,1.13,4.56,Private room,Room in hotel
12437,0.99,1.0,350.0,0,5.0,4.38,365,0.38,4.5,Private room,Private room in guest suite
12438,0.99,0.99,2272.0,8,5.0,4.38,334,0.38,4.5,Entire home/apt,Entire rental unit
12439,1.0,1.0,726.0,61,4.98,4.92,153,2.83,4.93,Private room,Private room in home
12440,0.99,1.0,1857.0,99,4.99,4.92,329,4.49,4.98,Entire home/apt,Entire loft
12441,1.0,1.0,861.0,68,4.65,4.9,348,3.12,4.97,Entire home/apt,Entire condo
12442,1.0,1.0,1300.0,1,5.0,5.0,365,0.15,5.0,Entire home/apt,Entire loft
12443,0.99,1.0,1250.0,15,5.0,4.2,0,0.71,4.93,Entire home/apt,Entire condo
12444,0.93,1.0,970.0,36,4.78,4.94,68,1.74,5.0,Entire home/apt,Entire condo
12445,1.0,1.0,2360.0,18,5.0,4.94,0,0.84,5.0,Entire home/apt,Entire loft
12446,0.99,0.96,832.0,95,4.62,4.87,232,4.4,4.56,Private room,Room in hotel
12447,0.99,1.0,571.0,44,4.91,4.68,346,2.03,4.89,Entire home/apt,Entire serviced apartment
12448,1.0,1.0,2043.0,9,4.22,4.33,365,0.44,4.0,Private room,Room in hotel
12449,1.0,1.0,1009.0,51,4.9,4.73,331,2.31,4.94,Entire home/apt,Entire rental unit
12450,1.0,1.0,3000.0,7,4.71,4.57,247,0.33,4.57,Entire home/apt,Entire condo
12451,1.0,1.0,1000.0,10,5.0,4.9,364,0.45,4.9,Private room,Private room in home
12452,1.0,1.0,432.0,19,5.0,4.68,72,0.85,4.58,Entire home/apt,Room in aparthotel
12453,1.0,0.99,431.0,32,4.78,4.91,335,1.46,4.69,Entire home/apt,Entire condo
12454,1.0,1.0,600.0,3,4.67,4.67,362,0.19,5.0,Entire home/apt,Entire townhouse
12455,1.0,1.0,2586.0,13,4.77,5.0,215,2.58,4.92,Entire home/apt,Entire condo
12456,1.0,1.0,600.0,1,5.0,5.0,206,0.06,5.0,Entire home/apt,Entire townhouse
12457,1.0,0.99,463.0,64,4.75,4.8,336,2.87,4.75,Entire home/apt,Entire condo
12458,1.0,1.0,1598.0,7,5.0,5.0,0,0.32,5.0,Entire home/apt,Entire loft
12459,1.0,1.0,994.0,23,4.96,4.87,98,1.1,4.96,Entire home/apt,Entire condo
12460,1.0,1.0,859.0,88,4.8,4.88,299,4.01,4.85,Entire home/apt,Room in aparthotel
12461,1.0,1.0,1890.0,33,4.91,5.0,317,1.54,4.97,Entire home/apt,Entire serviced apartment
12462,0.67,0.9,1271.0,0,4.78,4.89,274,2.75,4.71,Entire home/apt,Entire condo
12463,0.98,0.9,706.0,55,4.78,4.89,78,2.75,4.71,Entire home/apt,Entire loft
12464,1.0,0.0,1100.0,1,5.0,5.0,364,0.07,5.0,Entire home/apt,Entire condo
12465,0.99,0.99,16093.0,3,5.0,3.67,365,0.63,4.0,Entire home/apt,Entire rental unit
12466,1.0,0.67,3561.0,0,5.0,5.0,0,0.46,5.0,Private room,Private room in condo
12467,1.0,0.67,1500.0,2,5.0,5.0,178,0.46,5.0,Private room,Private room in condo
12468,0.99,1.0,9106.0,20,5.0,5.0,286,1.03,5.0,Entire home/apt,Entire condo
12469,1.0,1.0,1100.0,33,4.91,4.94,1,1.52,4.97,Entire home/apt,Entire condo
12470,0.96,1.0,2102.0,6,4.83,4.67,365,0.3,4.33,Entire home/apt,Entire condo
12471,1.0,1.0,1047.0,22,4.91,5.0,310,1.08,5.0,Entire home/apt,Entire condo
12472,0.6,1.0,213.0,1,3.0,5.0,363,0.06,5.0,Private room,Private room in guesthouse
12473,1.0,1.0,2801.0,54,4.96,4.93,342,2.48,4.81,Entire home/apt,Entire loft
12474,0.0,0.5,850.0,2,4.5,4.0,17,0.11,5.0,Entire home/apt,Entire condo
12475,0.68,1.0,4143.0,7,5.0,5.0,361,0.35,4.71,Entire home/apt,Entire condo
12476,0.94,0.92,10000.0,0,4.81,4.95,365,0.94,5.0,Entire home/apt,Entire condo
12477,1.0,0.9,1450.0,21,4.81,4.95,261,0.94,5.0,Entire home/apt,Entire condo
12478,0.99,1.0,2039.0,17,4.82,5.0,92,0.99,5.0,Entire home/apt,Entire rental unit
12479,1.0,1.0,1708.0,60,4.87,4.9,365,2.7,4.78,Entire home/apt,Entire rental unit
12480,0.96,1.0,899.0,69,4.81,4.99,176,3.22,4.99,Entire home/apt,Entire condo
12481,1.0,1.0,2627.0,43,4.93,4.95,335,1.98,4.91,Entire home/apt,Entire loft
12482,1.0,1.0,1312.0,25,4.8,4.76,163,1.2,5.0,Entire home/apt,Entire rental unit
12483,0.93,0.4,1340.0,74,4.93,4.89,0,3.31,4.38,Entire home/apt,Entire rental unit
12484,1.0,0.0,1000.0,0,5.0,5.0,209,0.06,5.0,Private room,Private room in condo
12485,0.8,0.0,800.0,1,5.0,5.0,360,0.06,5.0,Entire home/apt,Entire serviced apartment
12486,1.0,1.0,344.0,91,4.76,4.95,37,4.27,4.97,Entire home/apt,Entire rental unit
12487,1.0,1.0,4017.0,15,4.53,4.2,362,0.74,4.47,Entire home/apt,Entire condo
12488,0.99,0.95,1774.0,25,5.0,4.96,253,1.2,4.84,Private room,Room in hotel
12489,1.0,1.0,1450.0,57,4.98,5.0,350,2.68,4.96,Entire home/apt,Entire condo
12490,0.99,1.0,1034.0,46,4.85,4.74,363,2.12,4.7,Entire home/apt,Entire loft
12491,0.57,1.0,220.0,8,4.75,4.5,23,0.4,5.0,Entire home/apt,Entire guest suite
12492,0.99,1.0,410.0,102,4.78,4.6,0,4.83,4.69,Entire home/apt,Entire rental unit
12493,1.0,1.0,480.0,3,5.0,4.0,51,0.59,5.0,Private room,Private room in condo
12494,0.59,0.9,600.0,6,4.67,4.67,317,0.29,4.5,Entire home/apt,Entire loft
12495,0.98,1.0,400.0,2,5.0,4.5,124,0.09,5.0,Private room,Private room in condo
12496,0.97,1.0,680.0,63,4.79,4.81,349,2.92,4.86,Entire home/apt,Entire condo
12497,0.92,1.0,856.0,11,5.0,4.91,271,0.54,5.0,Entire home/apt,Entire condo
12498,0.99,1.0,864.0,74,4.91,4.73,309,3.56,4.73,Entire home/apt,Entire rental unit
12499,1.0,1.0,1700.0,9,5.0,5.0,332,0.45,5.0,Entire home/apt,Entire rental unit
12500,0.0,0.88,1500.0,0,4.4,4.6,358,0.25,5.0,Entire home/apt,Entire rental unit
12501,1.0,0.88,522.0,5,4.4,4.6,330,0.25,5.0,Entire home/apt,Entire rental unit
12502,0.99,0.94,906.0,403,4.33,4.71,274,18.6,4.63,Private room,Room in hotel
12503,0.99,1.0,350.0,54,4.59,4.87,345,2.47,4.8,Entire home/apt,Entire rental unit
12504,0.0,0.0,442.0,0,5.0,5.0,358,0.11,5.0,Private room,Private room in townhouse
12505,0.9,1.0,1600.0,1,5.0,5.0,364,0.11,5.0,Entire home/apt,Entire rental unit
12506,0.93,1.0,364.0,74,4.85,4.99,55,3.6,4.91,Private room,Private room in condo
12507,1.0,1.0,614.0,18,4.83,4.83,289,0.9,4.83,Entire home/apt,Entire condo
12508,0.94,1.0,921.0,11,5.0,5.0,79,0.54,5.0,Entire home/apt,Entire condo
12509,0.99,0.99,1549.0,4,5.0,4.75,363,0.26,4.75,Entire home/apt,Entire rental unit
12510,0.99,0.95,2106.0,1,5.0,5.0,289,0.05,5.0,Private room,Room in hotel
12511,0.5,1.0,196.0,0,4.85,4.91,308,6.68,4.88,Private room,Private room in guest suite
12512,0.96,1.0,821.0,112,4.85,4.91,291,6.68,4.88,Entire home/apt,Entire home
12513,1.0,1.0,1020.0,112,4.96,4.93,56,5.25,4.96,Entire home/apt,Entire loft
12514,1.0,1.0,2507.0,9,5.0,5.0,302,0.51,4.89,Entire home/apt,Entire condo
12515,0.99,0.99,1211.0,4,5.0,5.0,363,0.18,5.0,Entire home/apt,Entire rental unit
12516,1.0,1.0,450.0,4,4.75,5.0,365,0.23,5.0,Private room,Private room in home
12517,1.0,1.0,1610.0,1,5.0,5.0,356,0.05,5.0,Entire home/apt,Room in aparthotel
12518,0.73,1.0,2905.0,60,5.0,4.98,219,2.74,5.0,Entire home/apt,Entire rental unit
12519,1.0,1.0,484.0,74,4.7,4.72,308,3.5,4.8,Entire home/apt,Entire condo
12520,0.75,0.88,350.0,3,4.67,4.0,147,0.14,5.0,Private room,Private room in rental unit
12521,0.99,1.0,850.0,27,4.96,4.96,164,1.26,5.0,Entire home/apt,Entire condo
12522,1.0,1.0,726.0,2,5.0,4.5,364,2.0,5.0,Entire home/apt,Entire villa
12523,0.33,1.0,900.0,0,5.0,5.0,365,0.08,5.0,Private room,Private room in serviced apartment
12524,1.0,1.0,1568.0,1,5.0,5.0,360,0.08,5.0,Entire home/apt,Entire loft
12525,1.0,1.0,605.0,0,4.69,4.63,365,0.74,4.31,Private room,Private room in rental unit
12526,0.97,1.0,1850.0,16,4.69,4.63,305,0.74,4.31,Entire home/apt,Entire serviced apartment
12527,0.99,0.9,4186.0,15,5.0,4.6,356,0.72,4.47,Entire home/apt,Entire loft
12528,1.0,1.0,550.0,16,4.75,4.75,361,0.88,4.88,Private room,Room in boutique hotel
12529,0.99,1.0,9000.0,24,4.96,4.63,180,1.1,4.92,Entire home/apt,Entire serviced apartment
12530,1.0,1.0,206.0,0,4.9,4.97,364,1.89,4.79,Private room,Private room in home
12531,1.0,1.0,3166.0,39,4.9,4.97,326,1.89,4.79,Entire home/apt,Entire condo
12532,1.0,0.75,500.0,4,5.0,4.5,87,0.41,5.0,Private room,Private room in rental unit
12533,1.0,0.6,2500.0,3,3.0,3.67,362,0.6,3.0,Private room,Room in hotel
12534,1.0,0.9,850.0,2,4.5,4.5,358,0.09,4.0,Private room,Private room in cottage
12535,1.0,1.0,199.0,2,5.0,5.0,362,0.13,5.0,Private room,Private room in guesthouse
12536,0.78,1.0,350.0,5,4.4,4.4,363,0.29,4.8,Private room,Private room in guesthouse
12537,0.99,1.0,533.0,20,4.95,4.6,40,0.93,4.85,Entire home/apt,Entire guest suite
12538,1.0,1.0,1400.0,9,5.0,5.0,332,0.43,5.0,Entire home/apt,Entire condo
12539,0.79,1.0,1050.0,16,5.0,4.75,333,0.74,4.88,Entire home/apt,Entire rental unit
12540,1.0,1.0,1568.0,2,5.0,5.0,360,0.12,4.0,Entire home/apt,Entire loft
12541,0.31,1.0,400.0,3,4.67,4.67,364,0.15,4.33,Private room,Private room in condo
12542,1.0,1.0,1142.0,86,4.87,4.88,302,3.92,4.91,Entire home/apt,Entire condo
12543,0.0,0.96,350.0,1,5.0,2.0,365,0.05,2.0,Private room,Private room in home
12544,0.98,0.96,350.0,17,4.71,4.65,320,0.81,4.65,Private room,Private room in tiny home
12545,1.0,1.0,7000.0,20,5.0,5.0,309,0.99,4.85,Entire home/apt,Entire home
12546,0.88,0.9,5571.0,2,5.0,5.0,364,0.1,5.0,Entire home/apt,Entire rental unit
12547,0.67,1.0,2743.0,0,5.0,5.0,365,0.2,5.0,Entire home/apt,Entire condo
12548,1.0,0.5,893.0,1,5.0,5.0,364,0.2,5.0,Private room,Private room in serviced apartment
12549,0.89,1.0,544.0,39,4.97,4.92,5,1.82,4.97,Private room,Private room in condo
12550,1.0,1.0,400.0,0,4.93,5.0,3,0.71,4.93,Private room,Private room in rental unit
12551,1.0,1.0,600.0,14,4.93,5.0,332,0.71,4.93,Private room,Room in boutique hotel
12552,1.0,1.0,700.0,6,4.83,4.83,362,0.34,5.0,Private room,Room in boutique hotel
12553,0.98,1.0,2114.0,62,4.9,4.97,293,2.95,4.98,Entire home/apt,Entire guest suite
12554,1.0,1.0,2493.0,10,4.6,5.0,295,0.48,5.0,Entire home/apt,Entire home
12555,1.0,0.95,1293.0,15,4.8,4.93,365,0.73,4.93,Entire home/apt,Entire condo
12556,0.99,0.99,3631.0,1,5.0,5.0,273,0.34,5.0,Entire home/apt,Entire rental unit
12557,0.9,1.0,600.0,15,4.93,4.93,37,0.74,5.0,Private room,Private room in rental unit
12558,1.0,1.0,2430.0,65,4.78,4.77,317,3.18,4.86,Entire home/apt,Entire condo
12559,1.0,1.0,1452.0,2,5.0,5.0,346,0.09,5.0,Private room,Room in aparthotel
12560,0.99,0.99,542.0,64,4.91,4.59,360,2.96,4.73,Entire home/apt,Entire rental unit
12561,0.94,1.0,2700.0,7,5.0,4.86,54,0.46,5.0,Entire home/apt,Entire condo
12562,1.0,1.0,900.0,17,4.76,4.53,359,0.94,4.18,Private room,Private room in bed and breakfast
12563,0.99,0.97,1143.0,49,4.76,4.78,226,2.25,4.51,Private room,Room in hotel
12564,0.5,1.0,975.0,7,5.0,5.0,353,0.38,5.0,Entire home/apt,Entire condo
12565,1.0,1.0,907.0,12,4.75,5.0,333,0.56,4.92,Entire home/apt,Entire loft
12566,1.0,1.0,11092.0,0,4.78,4.82,0,4.68,4.84,Private room,Private room in condo
12567,1.0,1.0,859.0,98,4.78,4.82,187,4.68,4.84,Entire home/apt,Entire rental unit
12568,1.0,1.0,700.0,12,5.0,4.83,0,0.58,5.0,Entire home/apt,Entire rental unit
12569,0.6,1.0,3203.0,9,5.0,5.0,0,0.56,4.67,Entire home/apt,Entire rental unit
12570,0.71,0.86,199.0,0,4.94,4.9,365,4.81,4.83,Shared room,Shared room in home
12571,0.99,1.0,1101.0,105,4.94,4.9,71,4.81,4.83,Entire home/apt,Entire rental unit
12572,0.99,1.0,640.0,36,4.53,4.78,345,3.99,4.83,Entire home/apt,Entire loft
12573,0.71,0.86,199.0,1,5.0,4.0,365,0.05,5.0,Shared room,Shared room in home
12574,0.99,1.0,2584.0,35,5.0,4.74,365,1.62,4.91,Entire home/apt,Entire serviced apartment
12575,0.99,1.0,675.0,23,4.87,5.0,346,3.33,4.96,Entire home/apt,Entire loft
12576,1.0,1.0,890.0,32,4.91,4.56,358,1.54,4.56,Entire home/apt,Entire loft
12577,1.0,0.95,1790.0,1,5.0,5.0,0,0.05,4.0,Private room,Room in hotel
12578,1.0,0.95,700.0,0,4.8,4.49,0,6.68,4.71,Private room,Private room in serviced apartment
12579,0.99,0.95,655.0,143,4.8,4.49,313,6.68,4.71,Private room,Room in hotel
12580,0.96,1.0,371.0,48,4.96,4.79,170,2.27,4.73,Private room,Private room in casa particular
12581,1.0,1.0,356.0,0,4.97,4.14,358,1.45,4.59,Private room,Private room in guesthouse
12582,1.0,1.0,400.0,29,4.97,4.14,360,1.45,4.59,Private room,Private room in hostel
12583,1.0,1.0,657.0,36,4.94,4.94,74,1.78,5.0,Private room,Private room in rental unit
12584,0.99,0.9,1100.0,35,4.8,4.57,342,1.65,4.69,Private room,Private room in serviced apartment
12585,0.99,0.9,1100.0,42,4.9,4.74,342,1.98,4.81,Private room,Private room in serviced apartment
12586,0.71,1.0,1100.0,3,5.0,4.33,365,0.14,5.0,Entire home/apt,Entire guest suite
12587,0.99,0.9,1100.0,38,4.97,4.79,342,1.78,4.79,Private room,Private room in serviced apartment
12588,0.99,0.9,1100.0,21,4.86,4.67,342,1.0,4.62,Private room,Private room in serviced apartment
12589,0.97,0.98,750.0,28,4.79,4.89,360,2.0,4.79,Private room,Private room in condo
12590,0.4,0.75,521.0,13,4.85,4.69,362,0.65,4.54,Private room,Private room in condo
12591,1.0,1.0,1450.0,6,5.0,5.0,351,0.35,5.0,Entire home/apt,Entire condo
12592,0.97,1.0,1750.0,54,4.76,4.59,305,2.47,4.37,Entire home/apt,Entire serviced apartment
12593,1.0,0.95,900.0,2,3.0,3.5,365,0.16,5.0,Entire home/apt,Entire condo
12594,0.99,0.95,658.0,135,4.78,4.45,308,6.44,4.7,Private room,Room in hotel
12595,0.0,1.0,2600.0,2,5.0,5.0,88,0.1,5.0,Entire home/apt,Entire condo
12596,1.0,1.0,2311.0,99,4.89,4.79,19,4.66,4.78,Entire home/apt,Entire condo
12597,1.0,1.0,3020.0,43,4.79,4.53,90,2.0,4.88,Entire home/apt,Entire rental unit
12598,0.99,0.95,1159.0,90,4.99,4.89,161,4.25,4.93,Private room,Room in hotel
12599,0.71,0.86,201.0,2,5.0,5.0,365,0.1,5.0,Shared room,Shared room in home
12600,0.88,0.9,464.0,3,4.67,4.67,27,0.28,4.33,Private room,Private room in home
12601,0.67,0.86,1499.0,4,5.0,5.0,0,0.21,5.0,Entire home/apt,Entire rental unit
12602,1.0,0.86,453.0,5,4.8,5.0,364,0.43,5.0,Private room,Private room in rental unit
12603,1.0,1.0,600.0,0,5.0,4.98,0,2.91,5.0,Entire home/apt,Entire rental unit
12604,1.0,1.0,5239.0,61,5.0,4.98,98,2.91,5.0,Entire home/apt,Entire rental unit
12605,1.0,1.0,450.0,6,5.0,5.0,25,1.15,5.0,Private room,Private room in guest suite
12606,0.98,1.0,1651.0,12,4.83,5.0,342,0.59,4.92,Entire home/apt,Entire serviced apartment
12607,1.0,1.0,1500.0,85,4.96,4.47,363,3.94,4.6,Entire home/apt,Entire serviced apartment
12608,0.98,1.0,1560.0,52,4.98,5.0,138,2.4,4.9,Entire home/apt,Entire loft
12609,0.99,1.0,570.0,34,5.0,4.97,60,1.64,5.0,Private room,Private room in guest suite
12610,0.99,0.97,1128.0,127,4.72,4.67,265,5.9,4.64,Private room,Private room in bed and breakfast
12611,1.0,1.0,1035.0,5,5.0,4.8,333,0.23,5.0,Entire home/apt,Entire loft
12612,0.14,0.8,5500.0,1,5.0,5.0,295,0.2,5.0,Entire home/apt,Entire condo
12613,1.0,1.0,1264.0,51,4.84,4.78,337,2.45,4.92,Entire home/apt,Entire condo
12614,0.98,1.0,1436.0,38,4.87,4.87,346,1.97,4.97,Entire home/apt,Entire loft
12615,0.59,0.8,2230.0,8,5.0,5.0,365,0.37,5.0,Entire home/apt,Entire condo
12616,0.59,0.8,853.0,9,4.89,4.56,358,0.45,3.89,Entire home/apt,Entire condo
12617,0.88,1.0,1599.0,23,5.0,4.83,361,1.21,4.91,Entire home/apt,Entire condo
12618,0.97,1.0,1680.0,3,4.67,4.67,305,0.28,4.33,Private room,Private room in serviced apartment
12619,1.0,1.0,500.0,0,5.0,5.0,303,0.29,4.83,Private room,Private room in guesthouse
12620,1.0,1.0,2143.0,6,5.0,5.0,249,0.29,4.83,Entire home/apt,Entire rental unit
12621,0.99,1.0,789.0,2,5.0,5.0,50,0.1,5.0,Entire home/apt,Entire condo
12622,0.99,1.0,2568.0,10,4.7,5.0,96,0.48,5.0,Entire home/apt,Entire home
12623,0.98,1.0,550.0,0,4.78,4.62,365,1.82,4.7,Private room,Private room in loft
12624,0.98,1.0,950.0,37,4.78,4.62,318,1.82,4.7,Entire home/apt,Entire loft
12625,1.0,0.99,458.0,61,4.82,4.67,356,4.01,4.67,Private room,Room in hotel
12626,1.0,0.95,1400.0,70,4.97,4.9,365,3.24,4.89,Entire home/apt,Entire rental unit
12627,1.0,1.0,360.0,38,4.58,4.37,363,1.77,4.58,Entire home/apt,Entire rental unit
12628,0.98,1.0,1750.0,12,4.83,5.0,180,0.57,5.0,Entire home/apt,Entire rental unit
12629,0.97,1.0,1950.0,15,4.87,4.8,305,0.7,4.27,Entire home/apt,Entire serviced apartment
12630,1.0,1.0,612.0,29,4.76,4.97,341,1.51,4.97,Entire home/apt,Entire loft
12631,1.0,1.0,1299.0,23,5.0,4.91,333,1.16,4.91,Entire home/apt,Entire rental unit
12632,1.0,1.0,1262.0,43,4.81,4.81,325,2.03,4.95,Entire home/apt,Entire condo
12633,1.0,1.0,2433.0,52,4.98,4.96,340,2.43,5.0,Entire home/apt,Entire rental unit
12634,1.0,0.88,580.0,1,5.0,5.0,277,0.22,5.0,Private room,Private room in bed and breakfast
12635,0.82,0.88,990.0,8,5.0,4.88,351,0.47,4.88,Private room,Private room in bed and breakfast
12636,1.0,1.0,1647.0,10,4.9,5.0,365,0.59,5.0,Entire home/apt,Entire condo
12637,0.99,1.0,582.0,24,4.92,4.33,45,1.13,4.63,Entire home/apt,Entire guest suite
12638,1.0,1.0,800.0,0,4.86,5.0,0,1.4,5.0,Entire home/apt,Entire condo
12639,1.0,1.0,295.0,29,4.86,5.0,0,1.4,5.0,Entire home/apt,Entire loft
12640,0.9,1.0,1085.0,7,5.0,4.86,345,0.34,4.86,Entire home/apt,Entire condo
12641,1.0,1.0,1114.0,97,4.88,4.84,111,4.79,4.94,Entire home/apt,Entire condo
12642,1.0,1.0,770.0,55,4.87,4.55,173,2.54,4.87,Entire home/apt,Entire serviced apartment
12643,1.0,0.99,4720.0,29,4.69,4.45,81,1.34,4.34,Entire home/apt,Entire home
12644,0.99,1.0,559.0,12,4.83,4.42,84,0.61,4.42,Private room,Private room in rental unit
12645,1.0,1.0,579.0,64,4.91,4.97,290,3.17,4.97,Entire home/apt,Entire condo
12646,0.84,0.9,499.0,27,5.0,4.93,328,1.38,4.96,Private room,Private room in rental unit
12647,0.67,1.0,750.0,1,5.0,5.0,355,0.08,5.0,Entire home/apt,Entire condo
12648,0.92,1.0,330.0,13,4.92,4.69,333,0.64,4.92,Private room,Private room in home
12649,1.0,1.0,940.0,27,4.78,4.89,348,1.33,5.0,Entire home/apt,Entire serviced apartment
12650,0.99,1.0,3765.0,103,4.91,4.95,203,4.76,4.9,Entire home/apt,Entire condo
12651,0.92,0.78,579.0,12,5.0,5.0,340,0.7,5.0,Private room,Private room in rental unit
12652,1.0,1.0,1807.0,25,4.68,4.52,134,2.25,4.6,Entire home/apt,Entire home
12653,1.0,1.0,403.0,68,4.81,4.65,352,3.22,4.85,Entire home/apt,Entire condo
12654,0.98,1.0,895.0,10,5.0,5.0,331,0.6,4.6,Entire home/apt,Entire loft
12655,1.0,1.0,771.0,50,4.84,4.54,360,2.33,4.84,Entire home/apt,Entire rental unit
12656,1.0,1.0,1000.0,21,4.67,4.19,332,1.22,4.62,Entire home/apt,Entire rental unit
12657,1.0,1.0,1043.0,85,4.86,4.89,333,4.12,4.95,Entire home/apt,Entire home
12658,0.99,1.0,436.0,9,5.0,4.89,84,0.49,4.78,Private room,Private room in guest suite
12659,0.94,1.0,1100.0,11,4.91,4.82,339,0.85,4.82,Entire home/apt,Entire condo
12660,0.94,1.0,399.0,47,4.66,4.49,276,2.23,4.94,Entire home/apt,Entire loft
12661,0.94,1.0,1350.0,12,4.67,4.5,365,0.61,4.58,Entire home/apt,Entire home
12662,1.0,1.0,447.0,22,4.86,4.36,298,1.05,4.91,Entire home/apt,Entire rental unit
12663,1.0,1.0,561.0,40,4.98,4.45,359,1.9,4.93,Entire home/apt,Entire serviced apartment
12664,1.0,1.0,750.0,0,5.0,5.0,365,0.06,5.0,Entire home/apt,Entire guesthouse
12665,0.99,1.0,5834.0,1,5.0,5.0,231,0.06,5.0,Entire home/apt,Entire rental unit
12666,0.0,0.0,1400.0,0,5.0,4.71,179,0.46,5.0,Entire home/apt,Entire condo
12667,1.0,1.0,906.0,7,5.0,4.71,2,0.46,5.0,Entire home/apt,Entire home
12668,1.0,1.0,1792.0,13,4.85,5.0,295,0.99,4.92,Entire home/apt,Entire home
12669,0.99,0.98,380.0,35,4.94,4.97,179,1.65,4.8,Private room,Private room in rental unit
12670,0.75,1.0,2100.0,4,4.75,4.75,365,0.23,4.75,Private room,Private room in serviced apartment
12671,1.0,1.0,1207.0,48,4.94,4.92,295,2.24,4.9,Entire home/apt,Entire home
12672,1.0,1.0,2451.0,8,5.0,4.88,358,0.37,4.88,Entire home/apt,Room in aparthotel
12673,1.0,1.0,1179.0,88,4.99,4.77,5,4.15,4.81,Entire home/apt,Entire loft
12674,0.99,0.95,1159.0,94,4.96,4.93,162,4.46,4.79,Private room,Room in hotel
12675,1.0,1.0,250.0,17,4.88,4.82,55,0.83,4.94,Private room,Private room in casa particular
12676,0.91,1.0,2195.0,6,4.83,5.0,16,1.19,4.83,Entire home/apt,Entire condo
12677,0.79,1.0,1400.0,5,5.0,4.2,72,0.45,4.8,Entire home/apt,Entire condo
12678,0.85,1.0,2400.0,2,5.0,5.0,332,0.41,5.0,Private room,Private room in home
12679,0.79,1.0,860.0,0,5.0,5.0,72,0.06,5.0,Entire home/apt,Entire condo
12680,0.99,0.95,1300.0,1,5.0,5.0,0,0.06,5.0,Entire home/apt,Entire home
12681,0.99,0.95,668.0,177,4.77,4.59,308,8.3,4.72,Private room,Room in hotel
12682,1.0,1.0,1712.0,57,4.96,4.67,360,2.67,4.6,Entire home/apt,Entire condo
12683,1.0,1.0,2114.0,46,5.0,5.0,189,2.2,4.98,Entire home/apt,Entire rental unit
12684,1.0,1.0,1711.0,100,4.81,4.94,365,4.72,4.92,Entire home/apt,Entire rental unit
12685,1.0,0.0,350.0,7,4.86,4.14,363,0.32,4.57,Private room,Private room in rental unit
12686,1.0,1.0,817.0,15,5.0,5.0,210,0.77,5.0,Entire home/apt,Entire condo
12687,1.0,1.0,920.0,35,4.89,4.77,205,1.69,4.97,Entire home/apt,Entire condo
12688,0.99,1.0,1047.0,112,4.73,4.86,307,5.36,4.98,Entire home/apt,Entire place
12689,0.99,1.0,1910.0,0,5.0,5.0,337,0.19,5.0,Private room,Private room in bed and breakfast
12690,0.99,0.94,329.0,4,5.0,5.0,0,0.19,5.0,Private room,Private room in rental unit
12691,0.99,0.94,941.0,169,4.34,4.68,270,7.82,4.56,Private room,Private room in bed and breakfast
12692,0.96,1.0,1156.0,46,4.93,4.43,319,2.23,4.83,Entire home/apt,Entire rental unit
12693,0.85,1.0,2113.0,17,5.0,5.0,197,0.8,5.0,Entire home/apt,Entire condo
12694,1.0,1.0,1206.0,25,4.92,4.72,152,1.18,4.72,Entire home/apt,Entire condo
12695,1.0,1.0,4139.0,20,4.85,4.95,199,1.04,5.0,Entire home/apt,Entire villa
